STATION NAME                     ,WMO_ID, CN ,TYPE,LAT,LON,ELVATION
                   GREENOCK MRCC ,03138, UK ,SA,55.96667 ,-4.80000 ,5 
                        SAUGHALL ,03139, UK ,SA,55.60000 ,-4.21667 ,221 
                     STRATHALLAN ,03144, UK ,SA,56.31667 ,-3.73333 ,35 
                       GLEN OGLE ,03148, UK ,SA,56.41667 ,-4.31667 ,564 
                       SALSBURGH ,03152, UK ,SA,55.86667 ,-3.86667 ,277 
                      DUNDRENNAN ,03153, UK ,SA,54.80000 ,-4.00000 ,114 
             DUMFRIES / DRUNGANS ,03154, UK ,SA,55.05000 ,-3.65000 ,16 
                       DRUMALBIN ,03155, UK ,SA,55.61667 ,-3.73333 ,245 
                     CHARTERHALL ,03158, UK ,SA,55.70000 ,-2.38333 ,112 
                     ESKDALEMUIR ,03162, UK ,SA,55.31667 ,-3.20000 ,242 
                      GALASHIELS ,03168, UK ,SA,55.60000 ,-2.90000 ,146 
                       FIFE NESS ,03174, UK ,SA,56.30000 ,-2.58333 ,12 
                     CARTERHOUSE ,03176, UK ,SA,55.36667 ,-2.51667 ,308 
              BERWICK UPON TWEED ,03188, UK ,SA,55.75000 ,-2.03333 ,42 
                   SNAEFELL-ISLE ,03207, UK ,SA,54.26667 ,-4.46667 ,615 
        POINT OF AYRE LIGHTHOUSE ,03208, UK ,SA,54.41667 ,-4.36667 ,9 
                       DRUMBURGH ,03209, UK ,SA,54.93333 ,-3.15000 ,7 
                 SAINT BEES HEAD ,03210, UK ,SA,54.51667 ,-3.60000 ,124 
                         KESWICK ,03212, UK ,SA,54.61667 ,-3.16667 ,81 
                        ESKMEALS ,03213, UK ,SA,54.31667 ,-3.40000 ,8 
                        ESKMEALS ,03213, UK ,UA,54.31667 ,-3.40000 ,9 
                        ASPATRIA ,03215, UK ,SA,54.76667 ,-3.31667 ,61 
                        CARLISLE ,03220, UK ,SA,54.93333 ,-2.96667 ,28 
                       SPADEADAM ,03224, UK ,SA,55.05000 ,-2.55000 ,285 
                            SHAP ,03225, UK ,SA,54.50000 ,-2.68333 ,249 
                    WARCOP RANGE ,03226, UK ,SA,54.56667 ,-2.41667 ,227 
                  GREAT DUN FELL ,03227, UK ,SA,51.68333 ,-2.45000 ,847 
                  GREAT DUN FELL ,03229, UK ,SA,54.68333 ,-2.45000 ,847 
                       REDESDALE ,03230, UK ,SA,55.28333 ,-2.28333 ,211 
                  BOLTSHOPE PARK ,03235, UK ,SA,54.81667 ,-2.08333 ,434 
                LONG FRAMLINGTON ,03241, UK ,SA,55.30000 ,-1.80000 ,158 
                        BURNHOPE ,03242, UK ,SA,54.81667 ,-1.71667 ,240 
        NEWCASTLE WEATHER CENTRE ,03246, UK ,SA,54.98333 ,-1.60000 ,30 
             SUNDERLAND POLYTECH ,03249, UK ,SA,54.90000 ,-1.38333 ,56 
                       TYNEMOUTH ,03262, UK ,SA,55.01667 ,-1.41667 ,30 
                    LOFTUS SAMOS ,03275, UK ,SA,54.56667 ,-0.86667 ,58 
                     FYLINGDALES ,03281, UK ,SA,54.36667 ,-0.66667 ,262 
                          WHITBY ,03282, UK ,SA,54.48333 ,-0.60000 ,60 
                BRIDLINGTON MRSC ,03292, UK ,SA,54.10000 ,-0.16667 ,15 
                          COWDEN ,03293, UK ,SA,53.85000 ,-0.10000 ,15 
                          AMLWCH ,03303, UK ,SA,53.38333 ,-4.36667 ,114 
                     CAPEL CURIG ,03305, UK ,SA,53.10000 ,-3.93333 ,216 
                  SNOWDON SUMMIT ,03308, UK ,SA,53.06667 ,-4.08333 ,1070 
                            RHYL ,03313, UK ,SA,53.25000 ,-3.50000 ,77 
                     MOEL-Y-CRIO ,03314, UK ,SA,53.21667 ,-3.21667 ,263 
                          CROSBY ,03316, UK ,SA,53.50000 ,-3.06667 ,8 
                         AUGHTON ,03322, UK ,SA,53.55000 ,-2.91667 ,56 
                         AUGHTON ,03322, UK ,UA,53.55000 ,-2.91667 ,54 
                     WINTER HILL ,03329, UK ,SA,53.61667 ,-2.51667 ,440 
                      CELLARHEAD ,03338, UK ,SA,53.03333 ,-2.08333 ,228 
                         SKIPTON ,03339, UK ,SA,53.96667 ,-2.03333 ,153 
                         BINGLEY ,03344, UK ,SA,53.81667 ,-1.86667 ,262 
                      EMLEY MOOR ,03345, UK ,SA,53.61667 ,-1.66667 ,259 
            LEEDS WEATHER CENTRE ,03347, UK ,SA,53.80000 ,-1.55000 ,47 
       NOTTINGHAM WEATHER CENTRE ,03354, UK ,SA,53.00000 ,-1.25000 ,117 
       NOTTINGHAM WEATHER CENTRE ,03354, UK ,UA,53.00000 ,-1.25000 ,117 
                      DONNA NOOK ,03385, UK ,SA,53.48333 ,0.08333 ,8 
                       EASINGTON ,03387, UK ,SA,53.66667 ,0.11667 ,10 
                     MYNYDD RHIW ,03402, UK ,SA,52.81667 ,-4.63333 ,253 
                         NANTMOR ,03403, UK ,SA,53.00000 ,-4.08333 ,53 
                       ABERDARON ,03405, UK ,SA,52.78333 ,-4.73333 ,95 
                          CYNWYD ,03408, UK ,SA,52.95000 ,-3.41667 ,228 
                     LAKE VYRNWY ,03410, UK ,SA,52.75000 ,-3.46667 ,360 
                       ABERHOSAN ,03411, UK ,SA,52.56667 ,-3.71667 ,244 
                       WEYBOURNE ,03488, UK ,SA,52.95000 ,1.13333 ,21 
                          HEMSBY ,03496, UK ,SA,52.68333 ,1.68333 ,13 
                          HEMSBY ,03496, UK ,UA,52.68333 ,1.68333 ,14 
                      CAPEL DEWI ,03501, UK ,SA,52.41667 ,-4.00000 ,92 
                      CAPEL DEWI ,03501, UK ,UA,55.41667 ,-4.00000 ,92 
                       TRAWSCOED ,03503, UK ,SA,52.35000 ,-3.95000 ,63 
                     SENNYBRIDGE ,03507, UK ,SA,52.06667 ,-3.61667 ,307 
               NEWCASTLE ON CLUN ,03511, UK ,SA,52.43333 ,-3.11667 ,215 
                         SHOBDON ,03520, UK ,SA,52.25000 ,-2.88333 ,99 
                          MADLEY ,03521, UK ,SA,52.03333 ,-2.85000 ,77 
                         MALVERN ,03525, UK ,SA,52.08333 ,-2.30000 ,53 
                       BARBOURNE ,03526, UK ,SA,52.20000 ,-2.21667 ,25 
                   GREAT MALVERN ,03527, UK ,SA,52.11667 ,-2.30000 ,46 
                        PERSHORE ,03529, UK ,SA,52.15000 ,-2.03333 ,32 
                  CHURCH LAWFORD ,03544, UK ,SA,52.36667 ,-1.33333 ,107 
                      CARDINGTON ,03559, UK ,SA,52.10000 ,-0.41667 ,30 
                         BEDFORD ,03560, UK ,SA,52.21667 ,-0.48333 ,85 
                   MILFORD HAVEN ,03604, UK ,SA,51.70000 ,-5.05000 ,44 
                         PENDINE ,03607, UK ,SA,51.75000 ,-4.51667 ,5 
                         PENDINE ,03608, UK ,SA,51.75000 ,-4.51667 ,5 
                         MUMBLES ,03609, UK ,SA,51.56667 ,-3.98333 ,35 
                       CILFYNYDD ,03614, UK ,SA,51.63333 ,-3.30000 ,194 
               LITTLE RISSINGTON ,03647, UK ,SA,51.86667 ,-1.68333 ,215 
              HIGH WICOMBE HQSTC ,03660, UK ,SA,51.68333 ,-0.80000 ,204 
                       NORTHWOOD ,03670, UK ,SA,51.61667 ,-0.40000 ,113 
                         CHENIES ,03674, UK ,SA,51.68333 ,-0.53333 ,139 
                    SHOEBURYNESS ,03693, UK ,SA,51.55000 ,0.83333 ,2 
                    SHOEBURYNESS ,03693, UK ,UA,51.55000 ,0.83333 ,3 
                    THAMES TOWER ,03695, UK ,SA,51.66667 ,1.10000 ,8 
                  WALTON-ON-NAZE ,03696, UK ,SA,51.85000 ,1.28333 ,3 
                 SAINT GOWAN L V ,03700, UK ,SA,51.50000 ,-5.00000 ,5 
                         GAWLISH ,03701, UK ,SA,51.01667 ,-4.48333 ,122 
                        LISCOMBE ,03710, UK ,SA,51.08333 ,-3.60000 ,348 
                       TIVINGTON ,03712, UK ,SA,51.20000 ,-3.53333 ,80 
          CARDIFF WEATHER CENTRE ,03717, UK ,SA,51.48333 ,-3.18333 ,9 
          BRISTOL WEATHER CENTRE ,03726, UK ,SA,51.46667 ,-2.60000 ,11 
                        LARKHILL ,03743, UK ,SA,51.20000 ,-1.80000 ,132 
                        LARKHILL ,03743, UK ,UA,51.20000 ,-1.80000 ,133 
                TEST SAMOS 03761 ,03759, UK ,SA,51.25000 ,-0.95000 ,123 
                          KENLEY ,03781, UK ,SA,51.30000 ,-0.08333 ,170 
             GRAVESEND-BROADNESS ,03784, UK ,SA,51.46667 ,0.30000 ,3 
                         CHARING ,03785, UK ,SA,51.20000 ,0.78333 ,91 
                  JUBILEE CORNER ,03789, UK ,SA,51.18333 ,0.63333 ,47 
                       SHEERNESS ,03791, UK ,SA,51.45000 ,0.75000 ,25 
                     LANGDON BAY ,03796, UK ,SA,51.13333 ,1.35000 ,117 
                        CAMBORNE ,03808, UK ,SA,50.21667 ,-5.31667 ,87 
                        CAMBORNE ,03808, UK ,UA,50.21667 ,-5.31667 ,88 
                 PENDENNIS POINT ,03810, UK ,SA,50.15000 ,-5.06667 ,35 
               LIZARD LIGHTHOUSE ,03815, UK ,SA,49.96667 ,-5.20000 ,60 
                  DAVIDSTOW MOOR ,03820, UK ,SA,50.63333 ,-4.60000 ,291 
                       CARDINHAM ,03823, UK ,SA,50.50000 ,-4.66667 ,200 
                        BASTREET ,03824, UK ,SA,50.56667 ,-4.48333 ,233 
                      BURRINGTON ,03830, UK ,SA,50.93333 ,-3.98333 ,199 
               NORTH HESSARY TOR ,03831, UK ,SA,50.55000 ,-4.00000 ,510 
                         BRIXHAM ,03837, UK ,SA,50.40000 ,-3.48333 ,3 
            DUNKESWELL AERODROME ,03840, UK ,SA,50.86667 ,-3.23333 ,252 
                  TEMP FOR 03840 ,03841, UK ,SA,50.86667 ,-3.25000 ,255 
                ISLE OF PORTLAND ,03857, UK ,SA,50.51667 ,-2.46667 ,53 
          SAINT CATHERINES POINT ,03866, UK ,SA,50.58333 ,-1.30000 ,16 
                   LEE-ON-SOLENT ,03867, UK ,SA,50.81667 ,-1.21667 ,10 
                  THORNEY ISLAND ,03872, UK ,SA,50.81667 ,-0.91667 ,4 
                  SOLENT M R S C ,03874, UK ,SA,50.80000 ,-1.21667 ,9 
                        NEWHAVEN ,03880, UK ,SA,50.78333 ,0.05000 ,5 
                           BREDE ,03881, UK ,SA,50.93333 ,0.60000 ,82 
                    HERSTMONCEUX ,03882, UK ,SA,50.90000 ,0.31667 ,52 
                    HERSTMONCEUX ,03882, UK ,UA,50.90000 ,0.31667 ,52 
                    SAINT HELIER ,03896, UK ,SA,49.20000 ,-2.10000 ,54 
                     KNOCKAREVAN ,03900, UK ,SA,54.41667 ,-8.08333 ,50 
                         CORGARY ,03902, UK ,SA,54.43333 ,-8.05000 ,45 
                       ST ANGELO ,03903, UK ,SA,54.40000 ,-7.65000 ,47 
                      CASTLEDERG ,03904, UK ,SA,54.70000 ,-7.58333 ,51 
                        CARMONEY ,03906, UK ,SA,55.01667 ,-7.23333 ,73 
                      BALLYKELLY ,03908, UK ,SA,55.06667 ,-7.01667 ,2 
                       LOUGH FEA ,03911, UK ,SA,54.71667 ,-6.81667 ,225 
                          MOYOLA ,03912, UK ,SA,54.71667 ,-6.51667 ,17 
                        PORTRUSH ,03914, UK ,SA,55.20000 ,-6.65000 ,8 
                     PORTGLENONE ,03915, UK ,SA,54.86667 ,-6.45000 ,64 
             BALLYPATRICK FOREST ,03916, UK ,SA,55.18333 ,-6.16667 ,156 
                    HILLSBOROUGH ,03920, UK ,SA,54.48333 ,-6.10000 ,37 
                    HILLSBOROUGH ,03920, UK ,UA,54.48333 ,-6.10000 ,38 
                        GLENANNE ,03923, UK ,SA,54.23333 ,-6.50000 ,161 
                        KILLOUGH ,03926, UK ,SA,54.23333 ,-5.61667 ,15 
                  BANGOR HARBOUR ,03927, UK ,SA,54.66667 ,-5.66667 ,11 
                           LARNE ,03928, UK ,SA,54.85000 ,-5.80000 ,3 
                    ROCHES POINT ,03952, IRELAND ,SA,51.80000 ,-8.25000 ,40 
            VALENTIA OBSERVATORY ,03953, IRELAND ,SA,51.93333 ,-10.25000 ,9 
            VALENTIA OBSERVATORY ,03953, IRELAND ,UA,51.93333 ,-10.25000 ,14 
                        ROSSLARE ,03957, IRELAND ,SA,52.25000 ,-6.33333 ,23 
                        KILKENNY ,03960, IRELAND ,SA,52.66667 ,-7.26667 ,63 
                          GALWAY ,03964, IRELAND ,SA,53.28333 ,-9.01667 ,18 
                            BIRR ,03965, IRELAND ,SA,53.08333 ,-7.88333 ,70 
                     CLAREMORRIS ,03970, IRELAND ,SA,53.71667 ,-8.98333 ,69 
                       MULLINGAR ,03971, IRELAND ,SA,53.53333 ,-7.36667 ,101 
               CONNAUGHT AIRPORT ,03973, IRELAND ,SA,53.90000 ,-8.81667 ,203 
                          CLONES ,03974, IRELAND ,SA,54.18333 ,-7.23333 ,87 
                       BELMULLET ,03976, IRELAND ,SA,54.23333 ,-10.00000 ,9 
                          FINNER ,03978, IRELAND ,SA,54.50000 ,-8.23333 ,39 
                      MALIN HEAD ,03980, IRELAND ,SA,55.36667 ,-7.33333 ,20 
                       BREIDAVIK ,04001, ICELAND ,SA,65.53333 ,-24.35000 ,20 
                  KVIGINDISDALUR ,04003, ICELAND ,SA,65.55000 ,-24.01667 ,49 
                      BOLUNGAVIK ,04005, ICELAND ,SA,66.15000 ,-23.25000 ,23 
               HOLAR I DYRAFIRDI ,04007, ICELAND ,SA,65.86667 ,-23.60000 ,30 
                      NEDRI-HOLL ,04010, ICELAND ,SA,64.80000 ,-23.03333 ,8 
                   REYKJANESVITI ,04014, ICELAND ,SA,63.81667 ,-22.71667 ,20 
                           AEDEY ,04017, ICELAND ,SA,66.10000 ,-22.66667 ,5 
                       REYKHOLAR ,04025, ICELAND ,SA,65.45000 ,-22.20000 ,11 
                        ASGARDUR ,04027, ICELAND ,SA,65.23333 ,-21.75000 ,10 
                     STAFHOLTSEY ,04034, ICELAND ,SA,64.61667 ,-21.60000 ,14 
                      EYRARBAKKI ,04038, ICELAND ,SA,63.86667 ,-21.15000 ,5 
                  TANNSTADABAKKI ,04041, ICELAND ,SA,65.28333 ,-21.10000 ,8 
                     HJARDARLAND ,04042, ICELAND ,SA,64.25000 ,-20.41667 ,101 
                           HELLA ,04044, ICELAND ,SA,63.83333 ,-20.40000 ,20 
                        BLONDUOS ,04045, ICELAND ,SA,65.66667 ,-20.30000 ,23 
                           HAELL ,04050, ICELAND ,SA,64.06667 ,-20.25000 ,121 
                   HRAUN A SKAGA ,04051, ICELAND ,SA,66.11667 ,-20.11667 ,3 
                           BASAR ,04052, ICELAND ,SA,64.68333 ,-19.48333 ,240 
                      BERGSTADIR ,04053, ICELAND ,SA,65.70000 ,-19.61667 ,43 
                         NAUTABU ,04055, ICELAND ,SA,65.45000 ,-19.36667 ,115 
                     HVERAVELLIR ,04056, ICELAND ,SA,64.86667 ,-19.56667 ,641 
                VATNSSKARDSHOLAR ,04058, ICELAND ,SA,63.41667 ,-19.18333 ,20 
                    SAUDANESVITI ,04059, ICELAND ,SA,66.18333 ,-18.96667 ,30 
                  NORDURHJALEIGA ,04062, ICELAND ,SA,63.50000 ,-18.38333 ,18 
            KIRKJUBAEJARKLAUSTUR ,04064, ICELAND ,SA,63.78333 ,-18.06667 ,32 
                        VERSALIR ,04066, ICELAND ,SA,64.45000 ,-18.75000 ,610 
                      STADARHOLL ,04069, ICELAND ,SA,65.81667 ,-17.20000 ,42 
                      MANARBAKKI ,04071, ICELAND ,SA,66.20000 ,-17.10000 ,17 
                   FAGURHOLSMYRI ,04072, ICELAND ,SA,63.88333 ,-16.65000 ,46 
                     GRIMSSTADIR ,04073, ICELAND ,SA,65.63333 ,-16.11667 ,384 
                  SNAEFELLSSKALI ,04080, ICELAND ,SA,64.80000 ,-15.63333 ,810 
                        SAUDANES ,04081, ICELAND ,SA,66.25000 ,-15.26667 ,17 
                      STRANDHOFN ,04087, ICELAND ,SA,65.90000 ,-14.65000 ,20 
                   REYDARFJORDUR ,04091, ICELAND ,SA,65.03333 ,-14.23333 ,25 
                           NUPUR ,04094, ICELAND ,SA,64.70000 ,-14.10000 ,25 
                       DALATANGI ,04097, ICELAND ,SA,65.26667 ,-13.58333 ,9 
                     BJARGTANGAR ,04101, ICELAND ,SA,65.50000 ,-24.51667 ,35 
                  PATREKSFJORDUR ,04103, ICELAND ,SA,65.60000 ,-24.00000 ,3 
                      GUFUSKALAR ,04104, ICELAND ,SA,64.90000 ,-23.93333 ,6 
                      THVERFJALL ,04109, ICELAND ,SA,66.05000 ,-23.31667 ,752 
NAVY OPERATED AUTOMATIC METEOROL ,04110, GREENLAND ,SA,72.28333 ,-38.80000 ,3195 
                   DYNJANDIHEIDI ,04115, ICELAND ,SA,65.70000 ,-23.08333 ,620 
                 THINGMANNAHEIDI ,04119, ICELAND ,SA,65.63333 ,-22.80000 ,298 
                       GRINDAVIK ,04120, ICELAND ,SA,63.85000 ,-22.41667 ,3 
                      STRAUMSVIK ,04124, ICELAND ,SA,64.05000 ,-22.33333 ,4 
                    GRUNDARTANGI ,04126, ICELAND ,SA,64.35000 ,-21.78333 ,4 
                       REYKJAVIK ,04130, ICELAND ,SA,64.13333 ,-21.90000 ,52 
                          GJOGUR ,04131, ICELAND ,SA,65.98333 ,-21.35000 ,31 
                    THORLAKSHOFN ,04140, ICELAND ,SA,63.85000 ,-21.38333 ,4 
                           KOLKA ,04149, ICELAND ,SA,65.40000 ,-19.71667 ,504 
                         BURFELL ,04154, ICELAND ,SA,64.08333 ,-19.73333 ,248 
                        THUFUVER ,04160, ICELAND ,SA,64.58333 ,-18.60000 ,613 
                          DALVIK ,04161, ICELAND ,SA,65.96667 ,-18.53333 ,3 
                 VEIDIVATNAHRAUN ,04162, ICELAND ,SA,64.40000 ,-18.50000 ,647 
                         GRIMSEY ,04165, ICELAND ,SA,66.53333 ,-18.01667 ,16 
                     JOKULHEIMAR ,04166, ICELAND ,SA,64.31667 ,-18.21667 ,726 
                       SANDBUDIR ,04168, ICELAND ,SA,64.93333 ,-17.98333 ,820 
                 SKARDSFJORUVITI ,04170, ICELAND ,SA,63.51667 ,-17.98333 ,8 
                         HVANNEY ,04180, ICELAND ,SA,64.23333 ,-15.20000 ,4 
                          FONTUR ,04183, ICELAND ,SA,66.38333 ,-14.53333 ,43 
                       GAGNHEIDI ,04193, ICELAND ,SA,65.21667 ,-14.26667 ,948 
                        KAMBANES ,04196, ICELAND ,SA,64.80000 ,-13.85000 ,34 
                       DALATANGI ,04197, ICELAND ,SA,65.26667 ,-13.58333 ,10 
                         QAANAAQ ,04201, GREENLAND ,SA,77.46667 ,-63.21667 ,16 
                       CAREY ISL ,04203, GREENLAND ,SA,76.63333 ,-73.00000 ,11 
                       HALL LAND ,04207, GREENLAND ,SA,81.68333 ,-59.95000 ,105 
                 EDDERFUGLE OEER ,04208, GREENLAND ,SA,74.03333 ,-57.81667 ,40 
                       UPERNAVIK ,04210, GREENLAND ,SA,72.78333 ,-56.16667 ,120 
                        NUUSSUAQ ,04214, GREENLAND ,SA,70.68333 ,-54.61667 ,27 
                  ATTU KITSISSUT ,04228, GREENLAND ,SA,67.78333 ,-53.96667 ,12 
                        SIORALIK ,04242, GREENLAND ,SA,65.01667 ,-52.55000 ,14 
           FREDERIKSHAAB ISBLINK ,04253, GREENLAND ,SA,62.56667 ,-50.41667 ,22 
               GODTHAAB LUFTHAVN ,04254, GREENLAND ,SA,64.20000 ,-51.68333 ,86 
                       NUNARSUIT ,04266, GREENLAND ,SA,60.76667 ,-48.41667 ,33 
                KAP MORRIS JESUP ,04301, GREENLAND ,SA,83.65000 ,-33.36667 ,4 
              CAPE HARALD MOLTKE ,04305, GREENLAND ,SA,82.15000 ,-29.91667 ,4 
                            NORD ,04310, GREENLAND ,SA,81.60000 ,-16.65000 ,36 
                        NORD AWS ,04312, GREENLAND ,SA,81.60000 ,-16.65000 ,34 
            HENRIK KROEYER HOLME ,04313, GREENLAND ,SA,80.65000 ,-13.71667 ,10 
                         IKERMIT ,04373, GREENLAND ,SA,64.78333 ,-40.30000 ,85 
                    IKERMIUARSUK ,04382, GREENLAND ,SA,61.93333 ,-42.06667 ,39 
                        AKRABERG ,06009, DENMARK ,SA,61.40000 ,-6.66667 ,99 
                       THORSHAVN ,06011, DENMARK ,SA,62.01667 ,-6.76667 ,54 
                       THORSHAVN ,06011, DENMARK ,UA,62.01667 ,-6.76667 ,55 
                       TYRA OEST ,06022, DENMARK ,SA,55.71667 ,4.80000 ,75 
                          SKAGEN ,06041, DENMARK ,SA,57.73333 ,10.63333 ,3 
                   FREDERIKSHAVN ,06043, DENMARK ,SA,57.40000 ,10.51667 ,83 
                       THYBOROEN ,06052, DENMARK ,SA,56.70000 ,8.21667 ,2 
                       AGGERSUND ,06053, DENMARK ,SA,57.00000 ,9.30000 ,6 
                     HVIDE SANDE ,06058, DENMARK ,SA,56.00000 ,8.13333 ,3 
                          FOULUM ,06069, DENMARK ,SA,56.50000 ,9.58333 ,54 
                         FORNAES ,06071, DENMARK ,SA,56.45000 ,10.96667 ,8 
                          ANHOLT ,06079, DENMARK ,SA,56.71667 ,11.51667 ,2 
                        BLAAVAND ,06081, DENMARK ,SA,55.55000 ,8.08333 ,22 
                          ROEMOE ,06096, DENMARK ,SA,55.18333 ,8.56667 ,4 
                  ROEMOE HAVNEBY ,06099, DENMARK ,SA,55.08333 ,8.56667 ,5 
                          BAAGOE ,06111, DENMARK ,SA,55.30000 ,9.80000 ,2 
                        TOFTLUND ,06113, DENMARK ,SA,55.18333 ,9.06667 ,48 
                         KEGNAES ,06119, DENMARK ,SA,54.85000 ,9.98333 ,16 
                         VESBORG ,06131, DENMARK ,SA,55.76667 ,10.55000 ,5 
                          ALBUEN ,06142, DENMARK ,SA,54.83333 ,10.96667 ,2 
                     GEDSER ODDE ,06149, DENMARK ,SA,54.56667 ,11.96667 ,8 
                            OMOE ,06151, DENMARK ,SA,55.16667 ,11.13333 ,1 
                         TYVELSE ,06153, DENMARK ,SA,55.38333 ,11.71667 ,35 
                         HOLBAEK ,06156, DENMARK ,SA,55.71667 ,11.71667 ,15 
                        ROESNAES ,06159, DENMARK ,SA,55.75000 ,10.86667 ,12 
                        HESSELOE ,06165, DENMARK ,SA,56.20000 ,11.71667 ,8 
