STATION,ICAO,LAT,LON,ELEV,M,PRIORITY,CD,COUNTRY
OUESSO,FCOU,1.62 ,16.05 ,352,X,7,,CG
MAKABANA,FCPA,-3.47 ,12.62 ,161,X,7,,CG
LOUBOMO,FCPL,-4.20 ,12.68 ,330,X,7,,CG
POINTE-NOIRE,FCPP,-4.82 ,11.90 ,17,X,6,,CG
KINSHASA/N'DJILI,FZAA,-4.38 ,15.45 ,312,X,6,,CD
MOANDA,FZAG,-6.00 ,12.42 ,27,X,7,,CD
KITONA (ZAI-AFB),FZAI,-5.92 ,12.43 ,120,X,7,,CD
MATADI/TSHIMPI,FZAM,-5.78 ,13.42 ,340,X,7,,CD
INGA,FZAN,-5.52 ,13.57 ,277,X,7,,CD
INONGO,FZBA,-1.97 ,18.27 ,300,X,7,,CD
BANDUNDU,FZBO,-3.28 ,17.35 ,324,X,7,,CD
KIKWIT,FZCA,-5.02 ,18.80 ,449,X,7,,CD
KAHEMBA,FZCF,-7.27 ,19.00 ,1060,X,7,,CD
KENGE,FZCS,-4.92 ,17.07 ,563,X,7,,CD
MBANDAKA,FZEA,0.05 ,18.27 ,317,X,7,,CD
BASANKUSU,FZEN,1.22 ,19.80 ,353,X,7,,CD
GEMENA,FZFK,3.27 ,19.77 ,446,X,7,,CD
LISALA,FZGA,2.32 ,21.57 ,463,X,7,,CD
BOENDE,FZGN,-0.22 ,20.85 ,351,X,7,,CD
KISANGANI (ZAI-A,FZIA,0.52 ,25.17 ,396,X,7,,CD
ISIRO,FZJA,2.77 ,27.63 ,764,X,7,,CD
BUNIA,FZKA,1.50 ,30.22 ,1239,X,7,,CD
ANGO,FZKO,4.02 ,25.87 ,650,X,7,,CD
BONDO,FZKP,3.78 ,23.82 ,474,X,7,,CD
BUKAVU/KAVUMU,FZMA,-2.52 ,28.85 ,1612,X,7,,CD
BUTEMBO,FZMB,0.12 ,29.27 ,1840,X,7,,CD
GOMA INTL AIRPOR,FZNA,-1.67 ,29.22 ,1552,X,7,,CD
RUTSHURU,FZNC,-1.17 ,29.43 ,1275,X,7,,CD
KINDU,FZOA,-2.95 ,25.92 ,497,X,7,,CD
KALIMA,FZOD,-2.60 ,26.55 ,569,X,7,,CD
KASONGO,FZOK,-4.52 ,26.57 ,544,X,7,,CD
LUBUMBASHI/LUANO,FZQA,-11.58 ,27.53 ,1309,X,7,,CD
KOLWEZI,FZQM,-10.72 ,25.43 ,1526,X,7,,CD
MITWABA,FZQV,-8.58 ,27.32 ,1579,X,7,,CD
MANONO,FZRA,-7.27 ,27.42 ,633,X,7,,CD
MOBA,FZRB,-7.07 ,29.77 ,1132,X,7,,CD
KALEMIE,FZRF,-5.87 ,29.17 ,818,X,7,,CD
KONGOLO,FZRQ,-5.33 ,27.00 ,561,X,7,,CD
KAMINA (ZAI-AFB),FZSA,-8.62 ,25.25 ,1106,X,7,,CD
SANDOA,FZSD,-9.62 ,22.85 ,921,X,7,,CD
DILOLO,FZSI,-10.67 ,22.32 ,1028,X,7,,CD
KAPANGA,FZSK,-8.33 ,22.57 ,882,X,7,,CD
KANIAMA,FZTK,-7.52 ,24.17 ,845,X,7,,CD
KANANGA,FZUA,-5.87 ,22.42 ,657,X,7,,CD
TSHIKAPA,FZUK,-6.42 ,20.85 ,481,X,7,,CD
LODJA,FZVA,-3.47 ,23.47 ,500,X,7,,CD
LOMELA,FZVE,-2.28 ,23.27 ,437,X,7,,CD
ILEBO,FZVS,-4.32 ,20.57 ,420,X,7,,CD
MBUJI-MAYI,FZWA,-6.17 ,23.62 ,677,X,7,,CD
KABINDA/TUNTA,FZWT,-6.12 ,24.47 ,890,X,7,,CD
MANZINI/MATSAPA,FDMS,-26.52 ,31.30 ,641,X,6,,SZ
ALINDAO,FEFA,5.03 ,21.18 ,449,X,7,,CF
OBO,FEFB,5.40 ,26.50 ,651,X,7,,CF
BANGUI/M'POKO (M,FEFF,4.40 ,18.52 ,366,X,6,,CF
BANGASSOU,FEFG,4.72 ,22.82 ,500,X,7,,CF
BIRAO,FEFI,10.27 ,22.77 ,464,X,7,,CF
BOSSEMBELE,FEFL,5.27 ,17.62 ,674,X,7,,CF
BAMBARI,FEFM,5.83 ,20.63 ,475,X,7,,CF
N'DELE,FEFN,8.40 ,20.63 ,511,X,7,,CF
BOUAR,FEFO,5.97 ,15.62 ,1020,X,7,,CF
BRIA,FEFR,6.52 ,21.97 ,584,X,7,,CF
BOSSANGOA,FEFS,6.47 ,17.42 ,465,X,7,,CF
BERBERATI,FEFT,4.25 ,15.80 ,583,X,7,,CF
YALINGA,FEFY,6.50 ,23.27 ,602,X,7,,CF
BANGUI,FEFV,4.40 ,18.52 ,366,Z,7,,CF
BATA (RIO MUNI),FGBT,1.88 ,9.80 ,8,X,7,,GQ
MALABO/FERNANDO,FGSL,3.75 ,8.77 ,56,X,6,,GQ
WIDE AWAKE FIELD,FHAW,-7.97 ,-14.40 ,79,X,6,,SH
PLAISANCE,FIMP,-20.42 ,57.67 ,57,X,6,,MU
RODRIGUES/PLAINE,FIMR,-19.75 ,63.37 ,31,X,7,,MU
DIEGO GARCIA,FJDG,-7.32 ,72.42 ,3,X,6,,MU
BANYO,FKAB,6.77 ,11.82 ,1110,X,7,,CM
BAFIA,FKAF,4.72 ,11.25 ,500,X,7,,CM
ABONG-MBANG,FKAG,3.97 ,13.18 ,693,X,7,,CM
LOMIE,FKAL,3.13 ,13.62 ,624,X,7,,CM
MEIGANGA,FKAM,6.52 ,14.37 ,1027,X,7,,CM
NKONGSAMBA,FKAN,4.95 ,9.92 ,821,X,7,,CM
BETARE-OYA,FKAO,5.58 ,14.07 ,804,X,7,,CM
YOKO,FKAY,5.53 ,12.37 ,1031,X,7,,CM
MAROUA-SALAK,FKKA,10.43 ,14.25 ,422,X,7,,CM
KRIBI,FKKB,2.95 ,9.90 ,16,X,7,,CM
TIKO,FKKC,4.07 ,9.37 ,52,X,7,,CM
DOUALA (CIV/MIL),FKKD,4.00 ,9.72 ,9,X,6,,CM
ESEKA,FKKE,3.63 ,10.77 ,227,X,7,,CM
MAMFE,FKKF,5.72 ,9.27 ,126,X,7,,CM
KAELE,FKKH,10.08 ,14.43 ,389,X,7,,CM
BATOURI,FKKI,4.47 ,14.37 ,656,X,7,,CM
YAGOUA CITY,FKKJ,10.37 ,15.22 ,326,X,7,,CM
MAROUA SALAK,FKKL,10.45 ,14.25 ,424,X,6,,CM
KOUNDJA/FOUMBAN,FKKM,5.65 ,10.75 ,1210,X,7,,CM
NGAOUNDERE,FKKN,7.33 ,13.57 ,1104,X,7,,CM
BERTOUA,FKKO,4.53 ,13.72 ,670,X,7,,CM
GAROUA,FKKR,9.32 ,13.37 ,244,X,7,,CM
DSCHANG,FKKS,5.45 ,10.07 ,1408,X,7,,CM
TIBATI,FKKT,6.47 ,12.62 ,870,X,7,,CM
BAMENDA,FKKV,6.03 ,10.12 ,1239,X,7,,CM
EBOLOWA,FKKW,2.88 ,11.17 ,628,X,7,,CM
YOUNDE II,FKKY,3.82 ,11.52 ,751,X,7,,CM
YAOUNDE,FKYS,3.82 ,11.52 ,760,X,6,,CM
MBALA (MIL/CIV),FLBA,-8.83 ,31.32 ,1673,X,7,,ZM
CHOMA,FLCH,-16.82 ,27.07 ,1278,X,7,,ZM
CHIPATA,FLCP,-13.55 ,32.57 ,1032,X,7,,ZM
ISOKA,FLIK,-10.12 ,32.62 ,1360,X,7,,ZM
KAWAMBWA,FLKB,-9.80 ,29.07 ,1324,X,7,,ZM
KAOMA,FLKO,-14.80 ,24.80 ,1213,X,7,,ZM
KASAMA,FLKS,-10.22 ,31.12 ,1384,X,6,,ZM
KABWE/MILLIKEN,FLKW,-14.43 ,28.47 ,1207,X,7,,ZM
LUSAKA CITY AIRP,FLLC,-15.42 ,28.32 ,1280,X,7,,ZM
LUNDAZI,FLLD,-12.27 ,33.20 ,1143,X,7,,ZM
LIVINGSTONE (MIL,FLLI,-17.82 ,25.82 ,986,X,6,,ZM
LUSAKA (MIL/CIV),FLLS,-15.32 ,28.43 ,1154,X,6,,ZM
MANSA,FLMA,-11.08 ,28.85 ,1259,X,7,,ZM
MFUWE,FLMF,-13.27 ,31.93 ,561,X,8,,ZM
MONGU,FLMG,-15.25 ,23.13 ,1053,X,7,,ZM
MPIKA,FLMP,-11.90 ,31.42 ,1402,X,7,,ZM
MWINILUNGA,FLMW,-11.75 ,24.42 ,1363,X,7,,ZM
NDOLA,FLND,-13.00 ,28.63 ,1270,X,6,,ZM
KASEMPA,FLPA,-13.52 ,25.85 ,1234,X,7,,ZM
PETAUKE,FLPE,-14.25 ,31.27 ,1036,X,7,,ZM
KABOMPO,FLPO,-13.58 ,24.18 ,1075,X,7,,ZM
SERENJE,FLSE,-13.22 ,30.22 ,1384,X,7,,ZM
SENANGA,FLSN,-16.10 ,23.27 ,1027,X,7,,ZM
SESHEKE,FLSS,-17.47 ,24.30 ,951,X,7,,ZM
SOLWEZI,FLSW,-12.17 ,26.37 ,1386,X,7,,ZM
SAMFYA,FLYA,-11.33 ,29.52 ,1171,X,7,,ZM
ZAMBEZI,FLZB,-13.52 ,23.12 ,1078,X,7,,ZM
MORONI/HAHAIA IN,FMCH,-11.52 ,43.27 ,29,X,6,,KM
MORONI/ICONI ARP,FMCN,-11.68 ,43.22 ,6,X,7,,KM
ANJOUAN/OUANI,FMCV,-12.12 ,44.42 ,12,X,7,,KM
DZAOUDZI/PAMANZI,FMCZ,-12.80 ,45.27 ,7,X,6,,KM
ST. DENIS/GILLOT,FMEE,-20.87 ,55.52 ,25,X,6,,KM
ST. PIERRE/FONDS,FMEP,-21.32 ,55.47 ,53,X,7,,KM
ANTSIRABE,FMME,-19.82 ,47.07 ,1532,X,7,,KM
MAHANORO,FMMH,-19.82 ,48.78 ,5,X,7,,KM
ANTANANARIVO/IVA,FMMI,-18.80 ,47.47 ,1276,X,6,,KM
MAINTIRANO,FMMO,-18.05 ,44.02 ,23,X,7,,KM
SAINTE-MARIE ARP,FMMS,-17.07 ,49.82 ,3,X,7,,KM
TAMATAVE/TOAMASI,FMMT,-18.12 ,49.38 ,6,X,6,,KM
MORONDAVA,FMMV,-20.27 ,44.32 ,8,X,7,,KM
DIEGO-SUAREZ/ANT,FMNA,-12.33 ,49.28 ,105,X,7,,KM
ANDAPA,FMND,-14.65 ,49.62 ,474,X,7,,KM
ANTALAHA/ANTSIRA,FMNH,-14.87 ,50.25 ,88,X,7,,KM
ANALALAVA,FMNL,-14.62 ,47.77 ,57,X,7,,KM
MAJUNGA/MAHAJANG,FMNM,-15.67 ,46.35 ,18,X,7,,KM
NOSY BE/FASCENE,FMNN,-13.32 ,48.32 ,9,X,6,,KM
BESALAMPY,FMNQ,-16.75 ,44.47 ,36,X,7,,KM
SAMBAVA SUD,FMNS,-14.27 ,50.17 ,5,X,7,,KM
VOHEMAR,FMNV,-13.37 ,50.00 ,5,X,7,,KM
FT. DAUPHIN/TOLA,FMSD,-25.02 ,46.95 ,9,X,7,,KM
FIANARANTSOA,FMSF,-21.43 ,47.10 ,1109,X,7,,KM
FARAFANGANA,FMSG,-22.80 ,47.82 ,6,X,7,,KM
MANANJARY,FMSM,-21.18 ,48.37 ,6,X,7,,KM
RANOHIRA,FMSO,-22.55 ,45.38 ,824,X,7,,KM
MOROMBE,FMSR,-21.75 ,43.37 ,4,X,7,,KM
TULEAR/TOLIARA,FMST,-23.37 ,43.72 ,8,X,7,,KM
BENGUELA/MONBACA,FNBG,-12.62 ,13.40 ,36,X,7,,AO
CABINDA,FNCA,-5.53 ,12.17 ,20,X,7,,AO
HUAMBO/NOVA LISB,FNHU,-12.82 ,15.77 ,1701,X,7,,AO
BIE/KUITO/SILVA,FNKU,-12.37 ,16.93 ,1699,X,7,,AO
LOBITO,FNLB,-12.37 ,13.52 ,3,X,7,,AO
LUANDA/4 DE FEVE,FNLU,-8.83 ,13.22 ,70,X,6,,AO
MALANGE,FNMA,-9.55 ,16.37 ,1142,X,7,,AO
MENONGUE EAST/SE,FNME,-14.65 ,17.67 ,1343,X,7,,AO
PORTO AMBOIM,FNPA,-10.68 ,13.75 ,5,X,7,,AO
SAURIMO/HENRIQUE,FNSA,-9.68 ,20.43 ,1093,X,7,,AO
WAKU KUNGU/CELA,FNWK,-11.42 ,15.12 ,1304,X,7,,AO
N'ZETO/AMBRIZETE,FNZE,-7.22 ,12.87 ,17,X,7,,AO
MOUILA CITY,FOGM,-1.87 ,11.02 ,89,X,7,,GA
LAMBARENE,FOGR,-0.72 ,10.22 ,26,X,7,,GA
BITAM,FOOB,2.07 ,11.47 ,599,X,7,,GA
COCOBEACH,FOOC,1.00 ,9.58 ,13,X,7,,GA
MOANDA,FOOD,-1.52 ,13.27 ,573,X,7,,GA
MEKAMBO,FOOE,1.02 ,13.92 ,501,X,7,,GA
PORT GENTIL,FOOG,-0.70 ,8.75 ,4,X,7,,GA
MAKOKOU/EPASSENG,FOOK,0.57 ,12.87 ,515,X,7,,GA
LIBREVILLE/LEON,FOOL,0.45 ,9.42 ,15,X,6,,GA
MITZIC,FOOM,0.77 ,11.52 ,583,X,7,,GA
FRANCEVILLE/MVEN,FOON,-1.63 ,13.42 ,441,X,7,,GA
LASTOURSVILLE,FOOR,-0.82 ,12.72 ,485,X,7,,GA
TCHIBANGA,FOOT,-2.85 ,11.02 ,79,X,7,,GA
MAYUMBA,FOOY,-3.42 ,10.65 ,34,X,7,,GA
PRINCIPE ISLAND,FPPR,1.63 ,7.42 ,5,X,7,,ST
SAO TOME IL/SALA,FPST,0.37 ,6.72 ,13,X,7,,ST
ANGOCHE,FQAG,-16.22 ,39.88 ,62,X,7,,MZ
BEIRA,FQBR,-19.80 ,34.88 ,16,X,6,,MZ
CUAMBA,FQCB,-14.82 ,36.52 ,607,X,7,,MZ
CHIMOIO,FQCH,-19.12 ,33.47 ,732,X,7,,MZ
FURANCUNGO,FQFU,-14.92 ,33.62 ,1262,X,7,,MZ
INHAMBANE,FQIN,-23.87 ,35.37 ,15,X,7,,MZ
LICHINGA,FQLC,-13.27 ,35.25 ,1365,X,6,,MZ
LUMBO,FQLU,-15.02 ,40.67 ,11,X,7,,MZ
MAPUTO/MAVALANE,FQMA,-25.92 ,32.57 ,44,X,6,,MZ
MOCIMBOA DA PRAI,FQMP,-11.33 ,40.37 ,29,X,7,,MZ
MARRUPA,FQMR,-13.72 ,37.53 ,838,X,7,,MZ
MUTARARA,FQMU,-17.37 ,35.02 ,89,X,7,,MZ
NAMPULA,FQNP,-15.08 ,39.27 ,441,X,6,,MZ
PEMBA,FQPB,-12.97 ,40.50 ,50,X,6,,MZ
QUELIMANE,FQQL,-17.87 ,36.87 ,16,X,6,,MZ
SONGO,FQSG,-15.58 ,32.77 ,882,X,7,,MZ
TETE,FQTE,-16.17 ,33.57 ,150,X,7,,MZ
TETE/CHINGOZI,FQTT,-16.10 ,33.62 ,160,X,6,,MZ
ULONGUE,FQUG,-14.22 ,34.35 ,1311,X,7,,MZ
VILANCULOS,FQVL,-22.00 ,35.32 ,21,X,6,,MZ
XAI XAI,FQXA,-25.05 ,33.62 ,5,X,7,,MZ
SEYCHELLES INTL,FSIA,-4.67 ,55.52 ,3,X,6,,SC
SEYCHELLES INTL,FSSS,-4.67 ,55.52 ,4,X,7,,SC
LAI,FTTH,9.40 ,16.30 ,356,X,8,,TD
SARH (CIV/MIL),FTTA,9.15 ,18.37 ,365,X,7,,TD
BONGOR,FTTB,10.28 ,15.38 ,328,X,9,,TD
ABECHE,FTTC,13.83 ,20.85 ,549,X,7,,TD
MOUNDOU,FTTD,8.62 ,16.07 ,422,X,7,,TD
ATI,FTTI,13.22 ,18.32 ,334,X,9,,TD
NDJAMENA (CIV/MI,FTTJ,12.12 ,15.02 ,295,X,6,,TD
BOKORO,FTTK,12.37 ,17.05 ,301,X,7,,TD
BOL-BERIM,FTTL,13.42 ,14.72 ,292,X,7,,TD
MONGO,FTTM,12.12 ,18.42 ,428,X,8,,TD
AM-TIMAN,FTTN,11.02 ,20.27 ,436,X,7,,TD
PALA,FTTP,9.37 ,14.92 ,455,X,7,,TD
ZOUAR,FTTR,20.43 ,16.57 ,809,X,7,,TD
FAYA-LARGEAU (MI,FTTY,18.00 ,19.17 ,234,X,7,,TD
BARDAI-ZOUGRA(MI,FTTZ,21.43 ,17.05 ,1074,X,7,,TD
BEITBRIDGE,FVBB,-22.22 ,30.00 ,457,X,7,,ZW
BINGA,FVBI,-17.62 ,27.32 ,617,X,7,,ZW
BULAWAYO/WOODVAL,FVBU,-20.02 ,28.62 ,1326,X,6,,ZW
CHIPINGE,FVCH,-20.18 ,32.62 ,1132,X,7,,ZW
CHIREDZI/BUFFALO,FVCZ,-21.02 ,31.57 ,430,X,6,,ZW
VICTORIA FALLS,FVFA,-18.10 ,25.85 ,1062,X,6,,ZW
GOKWE,FVGO,-18.22 ,28.92 ,1282,X,7,,ZW
MUTARE/GRAND REE,FVGR,-18.97 ,32.45 ,1019,X,7,,ZW
HARARE/KUTSAGA(M,FVHA,-17.92 ,31.12 ,1503,X,6,,ZW
KAROI,FVKA,-16.82 ,29.62 ,1344,X,7,,ZW
KARIBA,FVKB,-16.52 ,28.87 ,518,X,6,,ZW
MUTOKO,FVMT,-17.42 ,32.22 ,1244,X,7,,ZW
MASVINGO,FVMV,-20.07 ,30.87 ,1095,X,7,,ZW
RUSAPE,FVRU,-18.52 ,32.12 ,1430,X,7,,ZW
GWERU/THORNHILL,FVTL,-19.43 ,29.85 ,1429,X,6,,ZW
HWANGE NATL. PAR,FVWN,-18.62 ,27.00 ,1077,X,6,,ZW
CHILEKA INTL ARP,FWCL,-15.67 ,34.97 ,767,X,6,,MW
CHITIPA,FWCT,-9.68 ,33.27 ,1278,X,7,,MW
DEDZA,FWDZ,-14.32 ,34.27 ,1632,X,7,,MW
KARONGA,FWKA,-9.93 ,33.87 ,529,X,7,,MW
KAMUZU INTL AIRP,FWKI,-13.77 ,33.77 ,1229,X,7,,MW
NKHOTA KOTA,FWKK,-12.92 ,34.27 ,500,X,7,,MW
LILONGWE INTL AR,FWLL,-13.97 ,33.77 ,1067,X,7,,MW
MANGOCHI,FWMG,-14.42 ,35.25 ,485,X,7,,MW
MONKEY BAY,FWMY,-14.07 ,34.92 ,474,X,7,,MW
MZIMBA,FWMZ,-11.87 ,33.62 ,1351,X,7,,MW
SALIMA,FWSM,-13.75 ,34.57 ,513,X,7,,MW
MZUZU,FWUU,-11.43 ,34.02 ,1253,X,7,,MW
MASERU/MOSHOESHO,FXMM,-29.47 ,27.55 ,1631,X,6,,LS
MEJAMETALANA/MAS,FXMU,-29.30 ,27.50 ,1556,X,7,,LS
GROOTFONTEIN,FYGF,-19.60 ,18.12 ,1400,X,6,,NA
KEETMANSHOOP,FYKT,-26.52 ,18.12 ,1061,X,6,,NA
LUDERITZ/DIAZ PO,FYLZ,-26.67 ,15.25 ,130,X,6,,NA
ROOIKOP (SAAF/CI,FYRK,-22.97 ,14.65 ,88,X,7,,NA
RUNDU,FYRU,-17.92 ,19.77 ,1100,X,7,,NA
WALVIS BAY,FYWB,-22.98 ,14.65 ,46,X,6,,NA
J. G. STRIJDOM,FYWH,-22.47 ,17.47 ,1700,X,6,,NA
WINDHOEK,FYWW,-22.57 ,17.10 ,1725,X,6,,NA
KUNDUZ,EQBA,36.67 ,68.92 ,433,X,7,,AF
FEYZABAD,EQBF,37.12 ,70.57 ,1200,X,7,,AF
CAMP BASTION,EQBH,31.85 ,64.20 ,900,X,7,,AF
CHAGCHARAN,EQBI,34.87 ,65.45 ,2252,X,7,,AF
MARZAR I SHARIF,EQBM,36.70 ,67.20 ,378,X,7,,AF
KANDAHAR,EQCB,31.52 ,65.87 ,1010,X,7,,AF
TARIN KOWT,EQTK,32.60 ,65.85 ,1357,X,7,,AF
KABUL INTL (MIL),OAKB,34.55 ,69.22 ,1791,X,2,,AF
ASMAR,OAAS,35.02 ,71.42 ,880,X,7,,AF
BEHSOOD,OABD,34.28 ,67.83 ,2975,X,7,,AF
BAMIYAN,OABN,34.82 ,67.82 ,2550,X,7,,AF
WAZAKHAW,OADW,32.20 ,68.33 ,2800,X,7,,AF
DARWAZ,OADZ,38.42 ,70.78 ,1320,X,7,,AF
KESHM,OAEK,36.85 ,70.07 ,1000,X,7,,AF
ISKACHEM/ESHKASH,OAEM,36.70 ,71.57 ,2620,X,7,,AF
ISLAM-QALA,OAEQ,34.63 ,61.57 ,800,X,7,,AF
FARAH,OAFR,32.37 ,62.17 ,700,X,7,,AF
FAIZABAD,OAFZ,37.12 ,70.52 ,1200,X,7,,AF
GULISTAN,OAGL,32.62 ,63.67 ,1375,X,7,,AF
GHELMEEN,OAGM,34.87 ,65.28 ,2070,X,7,,AF
GHAZNI,OAGN,33.52 ,68.42 ,2183,X,7,,AF
GARDEZ,OAGZ,33.62 ,69.23 ,2350,X,7,,AF
HAJIGAK,OAHJ,34.57 ,68.08 ,3400,X,7,,AF
KHWAHAN,OAHN,37.87 ,70.22 ,1040,X,7,,AF
HERAT,OAHR,34.22 ,62.22 ,964,X,7,,AF
JALALABAD (MIL),OAJL,34.42 ,70.47 ,580,X,7,,AF
JABUL-SARAJ,OAJS,35.12 ,69.25 ,1630,X,7,,AF
KAJAKI,OAKJ,32.17 ,65.08 ,1000,X,7,,AF
KANDAHAR INTL AR,OAKN,31.50 ,65.83 ,1010,X,7,,AF
KALDAR,OAKR,37.20 ,67.72 ,304,X,7,,AF
KHOST,OAKS,33.35 ,69.95 ,1146,X,7,,AF
KALAT,OAKT,32.12 ,66.90 ,1565,X,7,,AF
LAL,OALL,34.50 ,66.28 ,2800,X,7,,AF
MAIMANA/MIMANA,OAMN,35.92 ,64.75 ,815,X,7,,AF
MAZAR-I-SHARIF,OAMS,36.70 ,67.20 ,378,X,7,,AF
URGOON,OAOG,32.92 ,69.12 ,2262,X,7,,AF
PAGHMAN,OAPG,34.57 ,68.97 ,2114,X,7,,AF
PAN JAO,OAPJ,34.37 ,67.02 ,2710,X,7,,AF
QADES,OAQD,34.78 ,63.42 ,1280,X,7,,AF
QALA-I-NOW,OAQN,35.00 ,63.12 ,914,X,7,,AF
SHINDAND,OASD,33.38 ,62.27 ,1150,X,7,,AF
SHEBIRGHAN,OASG,36.67 ,65.72 ,360,X,7,,AF
KUNDUZ,OAUZ,36.67 ,68.92 ,433,X,7,,AF
YANGI QALA,OAYQ,37.47 ,69.67 ,810,X,7,,AF
ZEBAK,OAZB,36.50 ,71.25 ,2600,X,7,,AF
BAHRAIN INTL ARP,OBBI,26.27 ,50.63 ,2,X,6,,BH
ABHA,OEAB,18.22 ,42.63 ,2084,X,6,,SA
AL AHSA,OEAH,25.27 ,49.47 ,172,X,6,,SA
AL BAHA,OEBA,20.30 ,41.62 ,1656,X,6,,SA
AL DAWADMI,OEDM,24.45 ,44.12 ,922,X,7,,SA
BISHA (CIV/MIL),OEBH,19.97 ,42.62 ,1157,X,6,,SA
KING FAHD INTL,OEDF,26.47 ,49.80 ,22,X,8,,SA
DHAHRAN INTL (MI,OEDR,26.27 ,50.13 ,17,X,6,,SA
DAWADMI,OEDW,24.50 ,44.38 ,990,X,7,,SA
GIZAN,OEGN,16.88 ,42.57 ,3,X,6,,SA
GASSIM,OEGS,26.30 ,43.77 ,650,X,6,,SA
GURIAT,OEGT,31.42 ,37.27 ,499,X,6,,SA
HAIL,OEHL,27.42 ,41.67 ,1013,X,6,,SA
JUBAIL(NAVAL),OEJB,27.05 ,49.38 ,8,X,7,,SA
JEDDAH,OEJD,21.50 ,39.20 ,15,X,7,,SA
JEDDAH/KING ABDU,OEJN,21.68 ,39.15 ,15,X,6,,SA
KAIBER,OEKB,25.67 ,39.38 ,754,X,8,,SA
AL KHARJ AB,OEKJ,24.07 ,47.58 ,503,X,9,,SA
PRINCE SULTAN AB,OEPS,24.07 ,47.58 ,503,X,9,,SA
KING KHALID MIL,OEKK,27.88 ,45.52 ,413,X,6,,SA
KHAMIS MUSHAIT A,OEKM,18.30 ,42.78 ,2054,X,6,,SA
MADINAH INTL ARP,OEMA,24.55 ,39.70 ,631,X,6,,SA
MAKKAH/MECCA,OEMK,21.43 ,40.00 ,369,X,7,,SA
MUAYH,OEMH,22.43 ,41.70 ,971,X,8,,SA
NEJRAN,OENG,17.62 ,44.42 ,1203,X,6,,SA
HAFR AL-BATIN AR,OEPA,28.32 ,46.12 ,355,X,6,,SA
RAFHA (PRIVATE),OERF,29.62 ,43.47 ,447,X,6,,SA
RIYADH/KING KHAL,OERK,24.92 ,46.72 ,612,X,6,,SA
ARAR,OERR,30.88 ,41.12 ,552,X,6,,SA
RIYADH (SAUD-AFB,OERY,24.72 ,46.72 ,612,X,6,,SA
SHARURAH (CIV/MI,OESH,17.47 ,47.12 ,722,X,6,,SA
AL-JOUF (CIV/MIL,OESK,29.77 ,40.10 ,684,X,6,,SA
TABUK (SAUD-AFB),OETB,28.37 ,36.62 ,770,X,6,,SA
TAIF (CIV/MIL),OETF,21.47 ,40.53 ,1449,X,6,,SA
TURAIF,OETR,31.70 ,38.73 ,855,X,6,,SA
WADI AL DAWASER,OEWD,20.50 ,45.20 ,617,X,6,,SA
WEJH,OEWJ,26.18 ,36.47 ,16,X,6,,SA
YENBO,OEYN,24.13 ,38.07 ,8,X,6,,SA
ABADAN INTL AIRP,OIAA,30.37 ,48.25 ,11,X,7,,IR
DEZFUL (IRAN-AFB,OIAD,32.38 ,48.37 ,143,X,7,,IR
AGHA JARI,OIAG,30.77 ,49.67 ,29,X,7,,IR
GACH SARAN(PRIVA,OIAH,30.35 ,50.82 ,738,X,7,,IR
MASJED-SOLEYMAN,OIAI,31.97 ,49.27 ,372,X,7,,IR
BANDAR MAHSHAHR,OIAM,30.55 ,49.20 ,4,X,7,,IR
AHWAZ,OIAW,31.32 ,48.67 ,22,X,6,,IR
BUSHEHR (CIV/AFB,OIBB,28.97 ,50.82 ,19,X,7,,IR
KISH ISLAND,OIBK,26.53 ,53.98 ,30,X,7,,IR
BANDAR LENGEH,OIBL,26.57 ,54.82 ,14,X,7,,IR
KERMANSHAH/BAKTA,OICC,34.27 ,47.12 ,1322,X,7,,IR
GHASRE-SHIRIN,OICG,34.52 ,45.57 ,378,X,7,,IR
KHORAM ABAD,OICK,33.43 ,48.28 ,1155,X,7,,IR
SANANDAJ,OICS,35.32 ,47.00 ,1373,X,7,,IR
KASHAN,OIFK,33.97 ,51.45 ,982,X,7,,IR
ESFAHAN S B INTL,OIFM,32.75 ,51.87 ,1542,X,6,,IR
SHAHRE-KORD,OIFS,32.32 ,50.85 ,2078,X,7,,IR
RASHT,OIGG,37.33 ,49.60 ,-13,X,7,,IR
HAMADAN,OIHH,34.87 ,48.55 ,1757,X,7,,IR
ARAK,OIHR,34.13 ,49.85 ,1658,X,7,,IR
TEHRAN/MEHRABAD,OIII,35.67 ,51.35 ,1191,X,6,,IR
GHAZVIN,OIIK,36.25 ,50.00 ,1278,X,7,,IR
KARAJ/PAYAM,OIIP,35.78 ,50.83 ,1271,X,7,,IR
GHOM/QOM,OIIQ,34.63 ,50.88 ,928,X,7,,IR
SEMNAN,OIIS,35.38 ,53.67 ,1115,X,7,,IR
BANDAR ABBAS INT,OIKB,27.22 ,56.37 ,10,X,6,,IR
KERMAN,OIKK,30.25 ,56.97 ,1754,X,6,,IR
BAM,OIKM,29.08 ,58.45 ,985,X,7,,IR
GHESHM/DAYRESTAN,OIKQ,26.75 ,55.90 ,12,X,7,,IR
BIRJAND,OIMB,32.87 ,59.20 ,1491,X,7,,IR
TORBAT-HEYDARIEH,OIMH,35.27 ,59.22 ,1333,X,7,,IR
MASHHAD (AFB/CIV,OIMM,36.27 ,59.62 ,980,X,6,,IR
BOJNOURD,OIMN,37.47 ,57.32 ,1074,X,7,,IR
