StationName,IndexNbr,RegionId,RegionName,Latitude,Longitude,CountryArea,CountryCode,StationId,IndexSubNbr,Hp,Hha
BYGLANDSFJORD,01442,6,EUROPE / EUROPE,58.67 ,7.80 ,NORWAY / NORVEGE,6010,6990,0,211,212
VALLE,01444,6,EUROPE / EUROPE,59.20 ,7.52 ,NORWAY / NORVEGE,6010,15527,0,,302
HOYDALSMO II,01447,6,EUROPE / EUROPE,59.48 ,8.18 ,NORWAY / NORVEGE,6010,13655,0,561,560
OKSOY LH,01448,6,EUROPE / EUROPE,58.07 ,8.05 ,NORWAY / NORVEGE,6010,6992,0,8,9
MOSSTRAND II,01450,6,EUROPE / EUROPE,59.83 ,8.17 ,NORWAY / NORVEGE,6010,6993,0,,977
KRISTIANSAND/KJEVIK,01452,6,EUROPE / EUROPE,58.20 ,8.07 ,NORWAY / NORVEGE,6010,6994,0,17,12
TVEITSUND,01455,6,EUROPE / EUROPE,59.02 ,8.52 ,NORWAY / NORVEGE,6010,14226,0,254,252
NELAUG,01459,6,EUROPE / EUROPE,58.65 ,8.62 ,NORWAY / NORVEGE,6010,6996,0,,142
AS,01463,6,EUROPE / EUROPE,59.65 ,10.77 ,NORWAY / NORVEGE,6010,15589,0,89,
LANDVIK,01464,6,EUROPE / EUROPE,58.33 ,8.52 ,NORWAY / NORVEGE,6010,15590,0,6,
TORUNGEN LH,01465,6,EUROPE / EUROPE,58.38 ,8.78 ,NORWAY / NORVEGE,6010,6997,0,15,12
KJELLER AP,01466,6,EUROPE / EUROPE,59.97 ,11.03 ,NORWAY / NORVEGE,6010,15591,0,109,108
LYNGOR LH,01467,6,EUROPE / EUROPE,58.63 ,9.15 ,NORWAY / NORVEGE,6010,6998,0,4,4
KONGSVINGER,01468,6,EUROPE / EUROPE,60.18 ,12.00 ,NORWAY / NORVEGE,6010,13649,0,,148
HONEFOSS-HOYBY,01469,6,EUROPE / EUROPE,60.15 ,10.23 ,NORWAY / NORVEGE,6010,13504,0,141,140
GVARV,01470,6,EUROPE / EUROPE,59.37 ,9.20 ,NORWAY / NORVEGE,6010,10903,0,93,93
VEGGLI II,01471,6,EUROPE / EUROPE,60.03 ,9.13 ,NORWAY / NORVEGE,6010,13650,0,,275
KONGSBERG BRANNSTASJON,01473,6,EUROPE / EUROPE,59.62 ,9.63 ,NORWAY / NORVEGE,6010,12792,0,,172
JOMFRULAND LH,01476,6,EUROPE / EUROPE,58.85 ,9.57 ,NORWAY / NORVEGE,6010,7002,0,5,5
KONNERUD,01477,6,EUROPE / EUROPE,59.70 ,10.13 ,NORWAY / NORVEGE,6010,14502,0,,193
SVENNER LH,01478,6,EUROPE / EUROPE,58.97 ,10.13 ,NORWAY / NORVEGE,6010,14459,0,,15
DRAMMEN BERSKOG,01480,6,EUROPE / EUROPE,59.75 ,10.12 ,NORWAY / NORVEGE,6010,13249,0,,8
MELSOM,01481,6,EUROPE / EUROPE,59.22 ,10.33 ,NORWAY / NORVEGE,6010,12034,0,,26
FERDER LH,01482,6,EUROPE / EUROPE,59.02 ,10.52 ,NORWAY / NORVEGE,6010,7004,0,7,6
TORP,01483,6,EUROPE / EUROPE,59.18 ,10.25 ,NORWAY / NORVEGE,6010,14227,0,87,88
AURSKOG,01484,6,EUROPE / EUROPE,59.90 ,11.57 ,NORWAY / NORVEGE,6010,13894,0,127,128
SANDE-GALLEBERG,01485,6,EUROPE / EUROPE,59.62 ,10.20 ,NORWAY / NORVEGE,6010,15592,0,60,
ASKER,01486,6,EUROPE / EUROPE,59.85 ,10.43 ,NORWAY / NORVEGE,6010,12657,0,,163
ALNA,01487,6,EUROPE / EUROPE,59.92 ,10.83 ,NORWAY / NORVEGE,6010,14005,0,,90
HAKADAL,01488,6,EUROPE / EUROPE,60.12 ,10.82 ,NORWAY / NORVEGE,6010,14228,0,,170
BJORNHOLT,01489,6,EUROPE / EUROPE,60.05 ,10.68 ,NORWAY / NORVEGE,6010,15593,0,360,
TRYVASSHOGDA,01490,6,EUROPE / EUROPE,59.98 ,10.67 ,NORWAY / NORVEGE,6010,14061,0,,514
OSLO-BLINDERN,01492,6,EUROPE / EUROPE,59.93 ,10.72 ,NORWAY / NORVEGE,6010,10295,0,96,94
OSLO-BLINDERN,01492,6,EUROPE / EUROPE,59.95 ,10.72 ,NORWAY / NORVEGE,6010,12348,1,97,
SARPSBORG,01493,6,EUROPE / EUROPE,59.28 ,11.10 ,NORWAY / NORVEGE,6010,12658,0,,57
RYGGE,01494,6,EUROPE / EUROPE,59.37 ,10.78 ,NORWAY / NORVEGE,6010,7009,0,53,40
STROMTANGEN LH,01495,6,EUROPE / EUROPE,59.15 ,10.82 ,NORWAY / NORVEGE,6010,10296,0,10,10
RITSEM,02013,6,EUROPE / EUROPE,67.72 ,17.47 ,SWEDEN / SUEDE,6020,11358,0,542,541
KATTERJAKK A,02019,6,EUROPE / EUROPE,68.42 ,18.17 ,SWEDEN / SUEDE,6020,14184,0,516,514
KATTERJAKK,02020,6,EUROPE / EUROPE,68.42 ,18.17 ,SWEDEN / SUEDE,6020,7014,0,517,516
STORA SJOFALLET,02024,6,EUROPE / EUROPE,67.48 ,18.28 ,SWEDEN / SUEDE,6020,12041,0,,425
"TARFALA, SOL",02028,6,EUROPE / EUROPE,67.90 ,18.60 ,SWEDEN / SUEDE,6020,15468,0,,1144
TARFALA,02029,6,EUROPE / EUROPE,67.90 ,18.60 ,SWEDEN / SUEDE,6020,12042,0,1146,1144
RENSJON,02031,6,EUROPE / EUROPE,68.07 ,19.83 ,SWEDEN / SUEDE,6020,12043,0,,493
NIKKALUOKTA,02036,6,EUROPE / EUROPE,67.85 ,19.02 ,SWEDEN / SUEDE,6020,7016,0,467,466
LATNIVAARA,02038,6,EUROPE / EUROPE,67.25 ,20.27 ,SWEDEN / SUEDE,6020,12044,0,,453
KIRUNA,02044,6,EUROPE / EUROPE,67.82 ,20.33 ,SWEDEN / SUEDE,6020,12219,0,446,460
"KIRUNA, SOL",02045,6,EUROPE / EUROPE,67.83 ,20.40 ,SWEDEN / SUEDE,6020,15469,0,424,424
GALLIVARE,02049,6,EUROPE / EUROPE,67.13 ,20.63 ,SWEDEN / SUEDE,6020,10301,0,359,358
NEDRE SOPPERO,02054,6,EUROPE / EUROPE,68.05 ,21.77 ,SWEDEN / SUEDE,6020,12045,0,,360
NAIMAKKA,02055,6,EUROPE / EUROPE,68.67 ,21.52 ,SWEDEN / SUEDE,6020,12046,0,,402
SAITTAROVA,02064,6,EUROPE / EUROPE,67.33 ,22.23 ,SWEDEN / SUEDE,6020,12047,0,,240
"NORRKOPING, SOL",02071,6,EUROPE / EUROPE,58.57 ,16.13 ,SWEDEN / SUEDE,6020,15470,0,58,55
PARKALOMPOLO,02072,6,EUROPE / EUROPE,67.72 ,22.82 ,SWEDEN / SUEDE,6020,12048,0,313,312
KARESUANDO,02080,6,EUROPE / EUROPE,68.43 ,22.45 ,SWEDEN / SUEDE,6020,7020,0,331,330
KARESUANDO A,02081,6,EUROPE / EUROPE,68.43 ,22.43 ,SWEDEN / SUEDE,6020,14185,0,331,329
"VISBY, SOL",02091,6,EUROPE / EUROPE,57.67 ,18.33 ,SWEDEN / SUEDE,6020,15471,0,49,49
PAJALA,02095,6,EUROPE / EUROPE,67.20 ,23.38 ,SWEDEN / SUEDE,6020,14013,0,165,163
HEMAVAN,02101,6,EUROPE / EUROPE,65.80 ,15.07 ,SWEDEN / SUEDE,6020,14007,0,463,458
STEKENJOKK,02102,6,EUROPE / EUROPE,65.08 ,14.50 ,SWEDEN / SUEDE,6020,12049,0,,1036
HEMAVAN-GIEREVARTO,02103,6,EUROPE / EUROPE,65.77 ,15.05 ,SWEDEN / SUEDE,6020,11359,0,,793
GIELAS,02110,6,EUROPE / EUROPE,65.32 ,15.07 ,SWEDEN / SUEDE,6020,12050,0,,577
KVIKKJOKK ARRENJARKA A,02119,6,EUROPE / EUROPE,66.88 ,18.02 ,SWEDEN / SUEDE,6020,14186,0,316,314
KVIKKJOKK-ARRENJARKA,02120,6,EUROPE / EUROPE,66.88 ,18.02 ,SWEDEN / SUEDE,6020,7031,0,315,320
MIERKENIS,02121,6,EUROPE / EUROPE,66.67 ,16.10 ,SWEDEN / SUEDE,6020,12051,0,615,614
JAKKVIK,02123,6,EUROPE / EUROPE,66.32 ,17.08 ,SWEDEN / SUEDE,6020,14720,0,,552
ARJEPLOG,02124,6,EUROPE / EUROPE,66.05 ,17.83 ,SWEDEN / SUEDE,6020,7032,0,432,431
GUNNARN A,02126,6,EUROPE / EUROPE,65.00 ,17.68 ,SWEDEN / SUEDE,6020,14187,0,277,275
GUNNARN,02128,6,EUROPE / EUROPE,65.00 ,17.67 ,SWEDEN / SUEDE,6020,7033,0,283,280
ROPARUDDEN,02130,6,EUROPE / EUROPE,66.48 ,16.43 ,SWEDEN / SUEDE,6020,12052,0,,481
BURESJON,02135,6,EUROPE / EUROPE,65.55 ,17.85 ,SWEDEN / SUEDE,6020,12053,0,,393
TJAKAAPE,02141,6,EUROPE / EUROPE,66.30 ,19.20 ,SWEDEN / SUEDE,6020,14028,0,582,581
VAJMAT,02146,6,EUROPE / EUROPE,66.50 ,19.67 ,SWEDEN / SUEDE,6020,12054,0,,324
MALA-BRANNAN,02147,6,EUROPE / EUROPE,65.15 ,18.58 ,SWEDEN / SUEDE,6020,12055,0,,362
ARVIDSJAUR,02149,6,EUROPE / EUROPE,65.58 ,19.27 ,SWEDEN / SUEDE,6020,12056,0,383,382
JOKKMOKK FPL,02151,6,EUROPE / EUROPE,66.48 ,20.17 ,SWEDEN / SUEDE,6020,12222,0,275,275
VIDSEL,02154,6,EUROPE / EUROPE,65.87 ,20.15 ,SWEDEN / SUEDE,6020,7039,0,182,182
NATTAVAARA,02161,6,EUROPE / EUROPE,66.75 ,20.92 ,SWEDEN / SUEDE,6020,11360,0,,327
SAVAST,02170,6,EUROPE / EUROPE,65.75 ,21.77 ,SWEDEN / SUEDE,6020,14721,0,,9
BODEN,02171,6,EUROPE / EUROPE,65.80 ,21.63 ,SWEDEN / SUEDE,6020,14469,0,26,25
ALVSBYN,02173,6,EUROPE / EUROPE,65.67 ,21.05 ,SWEDEN / SUEDE,6020,12057,0,,43
LAKATRASK,02174,6,EUROPE / EUROPE,66.27 ,21.12 ,SWEDEN / SUEDE,6020,12058,0,186,184
PITE-RONNSKAR,02176,6,EUROPE / EUROPE,65.03 ,21.55 ,SWEDEN / SUEDE,6020,11361,0,,4
OVERKALIX-SVARTBYN,02181,6,EUROPE / EUROPE,66.25 ,22.83 ,SWEDEN / SUEDE,6020,10303,0,61,60
"LULEA, SOL",02183,6,EUROPE / EUROPE,65.53 ,22.10 ,SWEDEN / SUEDE,6020,15472,0,,32
PAHAROVA,02184,6,EUROPE / EUROPE,66.80 ,22.33 ,SWEDEN / SUEDE,6020,12059,0,228,227
LULEA-KALLAX,02185,6,EUROPE / EUROPE,65.53 ,22.10 ,SWEDEN / SUEDE,6020,7048,0,34,17
LULEA-KALLAX,02186,6,EUROPE / EUROPE,65.53 ,22.12 ,SWEDEN / SUEDE,6020,7049,0,17,17
RODKALLEN,02188,6,EUROPE / EUROPE,65.30 ,22.37 ,SWEDEN / SUEDE,6020,10304,0,,1
STORON,02191,6,EUROPE / EUROPE,65.68 ,23.10 ,SWEDEN / SUEDE,6020,12060,0,,3
HAPARANDA,02196,6,EUROPE / EUROPE,65.83 ,24.10 ,SWEDEN / SUEDE,6020,7051,0,6,6
HAPARANDA A,02197,6,EUROPE / EUROPE,65.82 ,24.10 ,SWEDEN / SUEDE,6020,14188,0,15,13
YLINENJARVI,02199,6,EUROPE / EUROPE,66.62 ,23.47 ,SWEDEN / SUEDE,6020,12061,0,,132
STORLIEN-STORVALLEN,02206,6,EUROPE / EUROPE,63.28 ,12.13 ,SWEDEN / SUEDE,6020,7054,0,,583
STORLIEN-STORVALLEN A,02207,6,EUROPE / EUROPE,63.27 ,12.12 ,SWEDEN / SUEDE,6020,14443,0,585,583
SYLARNA,02209,6,EUROPE / EUROPE,63.03 ,12.27 ,SWEDEN / SUEDE,6020,11362,0,,1030
BLAHAMMAREN A,02210,6,EUROPE / EUROPE,63.18 ,12.17 ,SWEDEN / SUEDE,6020,14652,0,,1090
MATTMAR,02216,6,EUROPE / EUROPE,63.30 ,13.87 ,SWEDEN / SUEDE,6020,12063,0,,355
BJORNANGEN/ARE,02217,6,EUROPE / EUROPE,63.38 ,13.15 ,SWEDEN / SUEDE,6020,12550,0,,435
GADDEDE A,02219,6,EUROPE / EUROPE,64.50 ,14.22 ,SWEDEN / SUEDE,6020,14014,0,555,553
KORSVATTNET,02221,6,EUROPE / EUROPE,63.83 ,13.50 ,SWEDEN / SUEDE,6020,10305,0,,716
OSTERSUND FROSON,02226,6,EUROPE / EUROPE,63.18 ,14.50 ,SWEDEN / SUEDE,6020,7061,0,359,375
"OSTERSUND, SOL",02229,6,EUROPE / EUROPE,63.18 ,14.47 ,SWEDEN / SUEDE,6020,15474,0,,374
GUBBHOGEN,02230,6,EUROPE / EUROPE,64.22 ,15.55 ,SWEDEN / SUEDE,6020,12064,0,,309
FOLLINGE,02231,6,EUROPE / EUROPE,63.67 ,14.60 ,SWEDEN / SUEDE,6020,12065,0,,361
SAXNAS,02233,6,EUROPE / EUROPE,64.97 ,15.38 ,SWEDEN / SUEDE,6020,12066,0,,545
HALLHAXASEN,02236,6,EUROPE / EUROPE,63.77 ,15.32 ,SWEDEN / SUEDE,6020,12067,0,376,375
HOTING,02242,6,EUROPE / EUROPE,64.08 ,16.23 ,SWEDEN / SUEDE,6020,12068,0,,241
JUNSELE,02243,6,EUROPE / EUROPE,63.68 ,16.95 ,SWEDEN / SUEDE,6020,14015,0,220,218
VILHELMINA,02245,6,EUROPE / EUROPE,64.57 ,16.83 ,SWEDEN / SUEDE,6020,10306,0,349,348
KRANGEDE,02247,6,EUROPE / EUROPE,63.15 ,16.17 ,SWEDEN / SUEDE,6020,10307,0,184,182
ASELE,02254,6,EUROPE / EUROPE,64.15 ,17.32 ,SWEDEN / SUEDE,6020,12069,0,308,307
RISTRASK,02256,6,EUROPE / EUROPE,64.70 ,17.43 ,SWEDEN / SUEDE,6020,12070,0,,575
VASTMARKUM,02260,6,EUROPE / EUROPE,63.12 ,18.25 ,SWEDEN / SUEDE,6020,12071,0,142,141
LYCKSELE,02261,6,EUROPE / EUROPE,64.53 ,18.72 ,SWEDEN / SUEDE,6020,12072,0,211,209
FREDRIKA,02263,6,EUROPE / EUROPE,64.07 ,18.35 ,SWEDEN / SUEDE,6020,12073,0,,327
HEMLING,02265,6,EUROPE / EUROPE,63.65 ,18.55 ,SWEDEN / SUEDE,6020,12074,0,183,182
ORNSKOLDSVIK,02267,6,EUROPE / EUROPE,63.40 ,18.97 ,SWEDEN / SUEDE,6020,14016,0,100,108
SKAGSUDDE,02269,6,EUROPE / EUROPE,63.18 ,19.02 ,SWEDEN / SUEDE,6020,10308,0,,11
NORSJO,02271,6,EUROPE / EUROPE,64.92 ,19.37 ,SWEDEN / SUEDE,6020,12075,0,310,309
PETISTRASK,02282,6,EUROPE / EUROPE,64.57 ,19.68 ,SWEDEN / SUEDE,6020,12076,0,,258
"UMEA, SOL",02283,6,EUROPE / EUROPE,63.80 ,20.23 ,SWEDEN / SUEDE,6020,15473,0,,22
JARNASKLUBB,02284,6,EUROPE / EUROPE,63.43 ,19.67 ,SWEDEN / SUEDE,6020,11363,0,7,6
UMEA,02286,6,EUROPE / EUROPE,63.80 ,20.28 ,SWEDEN / SUEDE,6020,7074,0,7,7
HOLMON,02287,6,EUROPE / EUROPE,63.80 ,20.85 ,SWEDEN / SUEDE,6020,13510,0,7,6
HOKMARKSBERGET,02292,6,EUROPE / EUROPE,64.38 ,21.30 ,SWEDEN / SUEDE,6020,12077,0,,105
SKELLEFTEA,02293,6,EUROPE / EUROPE,64.62 ,21.07 ,SWEDEN / SUEDE,6020,13576,0,43,47
BJUROKLUBB,02297,6,EUROPE / EUROPE,64.47 ,21.57 ,SWEDEN / SUEDE,6020,11080,0,36,39
IDRE-STORBO,02302,6,EUROPE / EUROPE,61.83 ,12.28 ,SWEDEN / SUEDE,6020,12078,0,,664
FLATRUET,02303,6,EUROPE / EUROPE,62.72 ,12.72 ,SWEDEN / SUEDE,6020,12079,0,,995
IDRE FJALL,02307,6,EUROPE / EUROPE,61.88 ,12.85 ,SWEDEN / SUEDE,6020,11364,0,,868
TANNAS,02308,6,EUROPE / EUROPE,62.45 ,12.67 ,SWEDEN / SUEDE,6020,10309,0,724,723
SALEN-HOGFJALLSHOTELLET,02311,6,EUROPE / EUROPE,61.15 ,13.12 ,SWEDEN / SUEDE,6020,12080,0,,744
DRAVAGEN,02317,6,EUROPE / EUROPE,62.08 ,13.60 ,SWEDEN / SUEDE,6020,12081,0,,566
BORTNAN,02319,6,EUROPE / EUROPE,62.75 ,13.83 ,SWEDEN / SUEDE,6020,12082,0,,466
ALVDALEN,02321,6,EUROPE / EUROPE,61.25 ,14.03 ,SWEDEN / SUEDE,6020,12083,0,252,251
SVEG,02324,6,EUROPE / EUROPE,62.02 ,14.18 ,SWEDEN / SUEDE,6020,7084,0,363,360
KLOVSJOHOJDEN,02325,6,EUROPE / EUROPE,62.48 ,14.15 ,SWEDEN / SUEDE,6020,12084,0,802,801
SVEG A,02327,6,EUROPE / EUROPE,62.03 ,14.40 ,SWEDEN / SUEDE,6020,14439,0,359,357
HAMRA,02329,6,EUROPE / EUROPE,61.65 ,14.98 ,SWEDEN / SUEDE,6020,12085,0,455,453
HUNGE,02331,6,EUROPE / EUROPE,62.75 ,15.08 ,SWEDEN / SUEDE,6020,12086,0,,343
NORRHOG,02337,6,EUROPE / EUROPE,62.27 ,15.67 ,SWEDEN / SUEDE,6020,12087,0,,320
EDSBYN,02338,6,EUROPE / EUROPE,61.35 ,15.72 ,SWEDEN / SUEDE,6020,10310,0,184,183
TORPSHAMMAR,02343,6,EUROPE / EUROPE,62.48 ,16.27 ,SWEDEN / SUEDE,6020,12088,0,100,98
DELSBO,02347,6,EUROPE / EUROPE,61.82 ,16.53 ,SWEDEN / SUEDE,6020,12089,0,71,70
SILLRE,02349,6,EUROPE / EUROPE,62.75 ,16.70 ,SWEDEN / SUEDE,6020,12090,0,,205
RASTA,02354,6,EUROPE / EUROPE,62.38 ,17.30 ,SWEDEN / SUEDE,6020,12091,0,,80
KUGGOREN,02355,6,EUROPE / EUROPE,61.70 ,17.52 ,SWEDEN / SUEDE,6020,10311,0,10,8
SUNDSVALL HARNOSAND,02365,6,EUROPE / EUROPE,62.52 ,17.43 ,SWEDEN / SUEDE,6020,7091,0,3,3
SUNDSVALL HARNOSAND,02366,6,EUROPE / EUROPE,62.52 ,17.43 ,SWEDEN / SUEDE,6020,7092,0,8,5
BRAMON,02368,6,EUROPE / EUROPE,62.22 ,17.73 ,SWEDEN / SUEDE,6020,11365,0,,17
SODERHAMN FLYGPLATS,02378,6,EUROPE / EUROPE,61.25 ,17.08 ,SWEDEN / SUEDE,6020,12595,0,27,26
LUNGO,02382,6,EUROPE / EUROPE,62.63 ,18.08 ,SWEDEN / SUEDE,6020,11366,0,,17
NAVEN,02403,6,EUROPE / EUROPE,58.68 ,13.10 ,SWEDEN / SUEDE,6020,12092,0,,53
MALUNG A,02407,6,EUROPE / EUROPE,60.67 ,13.70 ,SWEDEN / SUEDE,6020,14438,0,304,302
BLOMSKOG,02408,6,EUROPE / EUROPE,59.22 ,12.07 ,SWEDEN / SUEDE,6020,10312,0,171,169
ARVIKA,02411,6,EUROPE / EUROPE,59.67 ,12.63 ,SWEDEN / SUEDE,6020,12093,0,67,65
BRATTMON,02413,6,EUROPE / EUROPE,60.75 ,12.77 ,SWEDEN / SUEDE,6020,12094,0,,205
PALGRUNDEN,02417,6,EUROPE / EUROPE,58.75 ,13.15 ,SWEDEN / SUEDE,6020,12638,0,,50
KARLSTAD FLYGPLATS,02418,6,EUROPE / EUROPE,59.43 ,13.33 ,SWEDEN / SUEDE,6020,7105,0,99,107
"KARLSTAD, SOL",02419,6,EUROPE / EUROPE,59.35 ,13.47 ,SWEDEN / SUEDE,6020,15475,0,,46
SUNNE,02423,6,EUROPE / EUROPE,59.85 ,13.12 ,SWEDEN / SUEDE,6020,12095,0,,109
GUSTAVSFORS,02426,6,EUROPE / EUROPE,60.15 ,13.80 ,SWEDEN / SUEDE,6020,12096,0,188,187
DAGLOSEN,02429,6,EUROPE / EUROPE,59.65 ,14.17 ,SWEDEN / SUEDE,6020,12097,0,,133
KLOTEN,02431,6,EUROPE / EUROPE,59.87 ,15.25 ,SWEDEN / SUEDE,6020,14417,0,284,282
OREBRO,02432,6,EUROPE / EUROPE,59.22 ,15.03 ,SWEDEN / SUEDE,6020,14454,0,53,54
BORLANGE,02435,6,EUROPE / EUROPE,60.42 ,15.50 ,SWEDEN / SUEDE,6020,10314,0,149,145
AMOT,02440,6,EUROPE / EUROPE,60.95 ,16.42 ,SWEDEN / SUEDE,6020,11332,0,,161
MORA,02441,6,EUROPE / EUROPE,60.95 ,14.50 ,SWEDEN / SUEDE,6020,12099,0,197,195
ENKOPING,02443,6,EUROPE / EUROPE,59.65 ,17.12 ,SWEDEN / SUEDE,6020,14001,0,26,26
ESKILSTUNA,02449,6,EUROPE / EUROPE,59.37 ,16.45 ,SWEDEN / SUEDE,6020,14024,0,12,10
EGGEGRUND,02450,6,EUROPE / EUROPE,60.72 ,17.55 ,SWEDEN / SUEDE,6020,11367,0,,3
KILSBERGEN-SUTTARBODA,02452,6,EUROPE / EUROPE,59.28 ,14.88 ,SWEDEN / SUEDE,6020,12100,0,,218
GAVLE,02453,6,EUROPE / EUROPE,60.72 ,17.15 ,SWEDEN / SUEDE,6020,7116,0,,16
FILM,02456,6,EUROPE / EUROPE,60.23 ,17.90 ,SWEDEN / SUEDE,6020,7118,0,34,33
UPPSALA,02458,6,EUROPE / EUROPE,59.90 ,17.58 ,SWEDEN / SUEDE,6020,7119,0,21,21
STOCKHOLM-ARLANDA,02460,6,EUROPE / EUROPE,59.62 ,17.95 ,SWEDEN / SUEDE,6020,14017,0,27,42
UPPSALA UNIVERSITY,02462,6,EUROPE / EUROPE,59.87 ,17.63 ,SWEDEN / SUEDE,6020,14181,0,13,13
STOCKHOLM/BROMMA,02464,6,EUROPE / EUROPE,59.35 ,17.88 ,SWEDEN / SUEDE,6020,7122,0,13,15
STORA SPANSBERGET,02468,6,EUROPE / EUROPE,60.37 ,15.13 ,SWEDEN / SUEDE,6020,12101,0,,492
TULLINGE,02469,6,EUROPE / EUROPE,59.17 ,17.90 ,SWEDEN / SUEDE,6020,11331,0,,44
SKEPPMORA,02472,6,EUROPE / EUROPE,60.10 ,15.12 ,SWEDEN / SUEDE,6020,12135,0,,240
FLODA,02476,6,EUROPE / EUROPE,59.05 ,16.38 ,SWEDEN / SUEDE,6020,10318,0,33,31
SALA,02481,6,EUROPE / EUROPE,59.90 ,16.68 ,SWEDEN / SUEDE,6020,12102,0,58,56
KERSTINBO,02482,6,EUROPE / EUROPE,60.27 ,16.97 ,SWEDEN / SUEDE,6020,12103,0,57,55
"STOCKHOLM, SOL",02483,6,EUROPE / EUROPE,59.35 ,18.05 ,SWEDEN / SUEDE,6020,15476,0,,30
STOCKHOLM/OBSERVATORIET,02484,6,EUROPE / EUROPE,59.35 ,18.07 ,SWEDEN / SUEDE,6020,11335,0,,44
STOCKHOLM,02485,6,EUROPE / EUROPE,59.35 ,18.07 ,SWEDEN / SUEDE,6020,12572,0,52,44
ADELSO,02486,6,EUROPE / EUROPE,59.35 ,17.52 ,SWEDEN / SUEDE,6020,12104,0,,6
STAVSNAS,02487,6,EUROPE / EUROPE,59.28 ,18.70 ,SWEDEN / SUEDE,6020,11368,0,17,16
ORSKAR,02488,6,EUROPE / EUROPE,60.52 ,18.37 ,SWEDEN / SUEDE,6020,10320,0,9,8
BERGA,02489,6,EUROPE / EUROPE,59.07 ,18.10 ,SWEDEN / SUEDE,6020,14470,0,6,4
SVANBERGA,02490,6,EUROPE / EUROPE,59.82 ,18.63 ,SWEDEN / SUEDE,6020,12105,0,16,14
"SVENSKA HOGARNA, SOL",02492,6,EUROPE / EUROPE,59.43 ,19.50 ,SWEDEN / SUEDE,6020,15477,0,,10
SODERARM,02493,6,EUROPE / EUROPE,59.75 ,19.40 ,SWEDEN / SUEDE,6020,12106,0,,14
SVENSKA HOGARNA,02496,6,EUROPE / EUROPE,59.43 ,19.50 ,SWEDEN / SUEDE,6020,7130,0,12,10
SVENSKA HOGARNA A,02498,6,EUROPE / EUROPE,59.43 ,19.50 ,SWEDEN / SUEDE,6020,14455,0,13,12
NORDKOSTER,02500,6,EUROPE / EUROPE,58.88 ,11.00 ,SWEDEN / SUEDE,6020,12224,0,34,33
VADEROARNA,02501,6,EUROPE / EUROPE,58.57 ,11.05 ,SWEDEN / SUEDE,6020,12225,0,23,22
"NORDKOSTER, SOL",02503,6,EUROPE / EUROPE,58.88 ,11.00 ,SWEDEN / SUEDE,6020,15478,0,,33
MASESKAR,02505,6,EUROPE / EUROPE,58.08 ,11.33 ,SWEDEN / SUEDE,6020,10321,0,,15
HUD,02507,6,EUROPE / EUROPE,58.62 ,11.42 ,SWEDEN / SUEDE,6020,12107,0,,80
GOTEBORG,02513,6,EUROPE / EUROPE,57.70 ,11.98 ,SWEDEN / SUEDE,6020,7137,0,3,2
TORPABRON,02515,6,EUROPE / EUROPE,58.17 ,12.15 ,SWEDEN / SUEDE,6020,12108,0,,20
VINGA,02516,6,EUROPE / EUROPE,57.62 ,11.60 ,SWEDEN / SUEDE,6020,13817,0,19,17
NIDINGEN,02518,6,EUROPE / EUROPE,57.30 ,11.90 ,SWEDEN / SUEDE,6020,10322,0,,1
SATENAS,02520,6,EUROPE / EUROPE,58.42 ,12.70 ,SWEDEN / SUEDE,6020,7141,0,54,54
BERGARUD,02521,6,EUROPE / EUROPE,58.60 ,12.42 ,SWEDEN / SUEDE,6020,12109,0,,55
GOTEBORG-LANDVETTER,02526,6,EUROPE / EUROPE,57.67 ,12.28 ,SWEDEN / SUEDE,6020,14018,0,155,154
GOTEBORG/LANDVETTER,02527,6,EUROPE / EUROPE,57.65 ,12.28 ,SWEDEN / SUEDE,6020,7144,0,164,164
"GOTEBORG, SOL",02531,6,EUROPE / EUROPE,57.68 ,11.97 ,SWEDEN / SUEDE,6020,15479,0,,94
RANGEDALA,02536,6,EUROPE / EUROPE,57.78 ,13.17 ,SWEDEN / SUEDE,6020,10323,0,298,297
ULLARED,02539,6,EUROPE / EUROPE,57.10 ,12.77 ,SWEDEN / SUEDE,6020,12110,0,,122
KROPPEFJALL-GRANAN,02540,6,EUROPE / EUROPE,58.60 ,12.18 ,SWEDEN / SUEDE,6020,12111,0,,173
HALLUM,02542,6,EUROPE / EUROPE,58.32 ,13.03 ,SWEDEN / SUEDE,6020,12112,0,71,70
KARLSBORG,02544,6,EUROPE / EUROPE,58.50 ,14.50 ,SWEDEN / SUEDE,6020,14027,0,93,94
AXSTAL,02545,6,EUROPE / EUROPE,58.57 ,14.57 ,SWEDEN / SUEDE,6020,14006,0,93,91
GARDSJO,02546,6,EUROPE / EUROPE,58.87 ,14.38 ,SWEDEN / SUEDE,6020,12113,0,212,210
VISINGSO,02548,6,EUROPE / EUROPE,58.08 ,14.40 ,SWEDEN / SUEDE,6020,12114,0,,94
TOMTABACKEN,02549,6,EUROPE / EUROPE,57.48 ,14.47 ,SWEDEN / SUEDE,6020,12115,0,,356
JONKOPING/AXAMO,02550,6,EUROPE / EUROPE,57.75 ,14.07 ,SWEDEN / SUEDE,6020,7149,0,223,220
MALEXANDER,02552,6,EUROPE / EUROPE,58.07 ,15.23 ,SWEDEN / SUEDE,6020,12116,0,,197
